"","hsa","nm","genes"
"1133","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","PNMT"
"1134","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","COMT"
"1135","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","LRTOMT"
"1136","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","MAOB"
"1137","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","MAOA"
"1138","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","AOC3"
"1139","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","AOC2"
"1140","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","ALDH3B1"
"1141","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","ALDH3B2"
"1142","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","ALDH3A1"
"1143","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","ADH1A"
"1144","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","ADH1B"
"1145","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","ADH1C"
"1146","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","ADH7"
"1147","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","ADH4"
"1148","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","ADH5"
"1149","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","ADH6"
"1150","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","TPO"
"1151","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","AOX1"
"1152","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","FAHD1"
"1153","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","MIF"
"1154","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","PAH"
"1155","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","DDC"
"1156","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","AOC3"
"1157","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","AOC2"
"1158","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","MAOB"
"1159","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","MAOA"
"1160","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","ALDH3B1"
"1161","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","ALDH3B2"
"1162","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","ALDH3A1"
"1163","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","GOT1"
"1164","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","GOT1L1"
"1165","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","GOT2"
"1166","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","TAT"
"1167","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","IL4I1"
"1168","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","HPD"
"1169","path:hsa00360","Phenylalanine metabolism - Homo sapiens (human)","MIF"
"1170","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","TDO2"
"1171","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","IDO1"
"1172","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","IDO2"
"1173","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","AFMID"
"1174","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","KMO"
"1175","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","KYNU"
"1176","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","HAAO"
"1177","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","ACMSD"
"1178","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","ALDH8A1"
"1179","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","DHTKD1"
"1180","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","DLST"
"1181","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","DLD"
"1182","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","GCDH"
"1183","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","HADHA"
"1184","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","EHHADH"
"1185","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","ECHS1"
"1186","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","HADH"
"1187","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","ACAT2"
"1188","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","ACAT1"
"1189","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","KYAT3"
"1190","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","KYAT1"
"1191","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","AADAT"
"1192","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","TPH2"
"1193","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","TPH1"
"1194","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","DDC"
"1195","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","MAOB"
"1196","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","MAOA"
"1197","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","ALDH2"
"1198","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","ALDH3A2"
"1199","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","ALDH1B1"
"1200","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","ALDH7A1"
"1201","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","ALDH9A1"
"1202","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","AOX1"
"1203","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","ASMT"
"1204","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","AANAT"
"1205","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","CYP1A1"
"1206","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","CYP1A2"
"1207","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","CYP1B1"
"1208","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","INMT"
"1209","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","IL4I1"
"1210","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","AOC1"
"1211","path:hsa00380","Tryptophan metabolism - Homo sapiens (human)","CAT"
"1212","path:hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)","GOT1"
"1213","path:hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)","GOT1L1"
"1214","path:hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)","GOT2"
"1215","path:hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)","TAT"
"1216","path:hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)","IL4I1"
"1217","path:hsa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)","PAH"
"1218","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","GADL1"
"1219","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","CSAD"
"1220","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","GAD1"
"1221","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","GAD2"
"1222","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","CNDP1"
"1223","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","CARNS1"
"1224","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","CNDP2"
"1225","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ABAT"
"1226","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","SMOX"
"1227","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","AOC3"
"1228","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","AOC2"
"1229","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ALDH2"
"1230","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ALDH3A2"
"1231","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ALDH1B1"
"1232","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ALDH7A1"
"1233","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ALDH9A1"
"1234","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ALDH3B1"
"1235","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ALDH3B2"
"1236","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ALDH3A1"
"1237","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","DPYD"
"1238","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","DPYS"
"1239","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","UPB1"
"1240","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","HIBCH"
"1241","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","HADHA"
"1242","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","EHHADH"
"1243","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ECHS1"
"1244","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ACADS"
"1245","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ACOX3"
"1246","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ACOX1"
"1247","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","MLYCD"
"1248","path:hsa00410","beta-Alanine metabolism - Homo sapiens (human)","ALDH6A1"
"1249","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","CDO1"
"1250","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","GAD1"
"1251","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","GAD2"
"1252","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","GADL1"
"1253","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","CSAD"
"1254","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","ADO"
"1255","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","FMO1"
"1256","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","FMO2"
"1257","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","FMO5"
"1258","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","FMO3"
"1259","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","FMO4"
"1260","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","GGT7"
"1261","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","GGT6"
"1262","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","GGT1"
"1263","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","GGT5"
"1264","path:hsa00430","Taurine and hypotaurine metabolism - Homo sapiens (human)","BAAT"
"1265","path:hsa00440","Phosphonate and phosphinate metabolism - Homo sapiens (human)","PCYT2"
"1266","path:hsa00440","Phosphonate and phosphinate metabolism - Homo sapiens (human)","SELENOI"
"1267","path:hsa00440","Phosphonate and phosphinate metabolism - Homo sapiens (human)","CEPT1"
"1268","path:hsa00440","Phosphonate and phosphinate metabolism - Homo sapiens (human)","PCYT1B"
"1269","path:hsa00440","Phosphonate and phosphinate metabolism - Homo sapiens (human)","PCYT1A"
"1270","path:hsa00440","Phosphonate and phosphinate metabolism - Homo sapiens (human)","CHPT1"
"1271","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","KYAT3"
"1272","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","KYAT1"
"1273","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","MTR"
"1274","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","CTH"
"1275","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","SCLY"
"1276","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","TXNRD1"
"1277","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","TXNRD3"
"1278","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","TXNRD2"
"1279","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","INMT"
"1280","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","PAPSS2"
"1281","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","PAPSS1"
"1282","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","SEPHS2"
"1283","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","SEPHS1"
"1284","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","PSTK"
"1285","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","SEPSECS"
"1286","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","MARS1"
"1287","path:hsa00450","Selenocompound metabolism - Homo sapiens (human)","MARS2"
"1288","path:hsa00470","D-Amino acid metabolism - Homo sapiens (human)","GLS2"
"1289","path:hsa00470","D-Amino acid metabolism - Homo sapiens (human)","GLS"
"1290","path:hsa00470","D-Amino acid metabolism - Homo sapiens (human)","DGLUCY"
"1291","path:hsa00470","D-Amino acid metabolism - Homo sapiens (human)","DDO"
"1292","path:hsa00470","D-Amino acid metabolism - Homo sapiens (human)","SRR"
"1293","path:hsa00470","D-Amino acid metabolism - Homo sapiens (human)","DAO"
"1294","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GGT7"
"1295","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GGT6"
"1296","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GGT1"
"1297","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GGT5"
"1298","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GGCT"
"1299","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","CHAC1"
"1300","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","CHAC2"
"1301","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","OPLAH"
"1302","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GCLC"
"1303","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GCLM"
"1304","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSS"
"1305","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","LAP3"
"1306","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","ANPEP"
"1307","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTA5"
"1308","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTA2"
"1309","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTA4"
"1310","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTO2"
"1311","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTM4"
"1312","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTT2"
"1313","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTT1"
"1314","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTM3"
"1315","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","MGST1"
"1316","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","MGST3"
"1317","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTM1"
"1318","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTM5"
"1319","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","MGST2"
"1320","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTA1"
"1321","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTM2"
"1322","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTA3"
"1323","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTO1"
"1324","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTT2B"
"1325","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTP1"
"1326","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","GSTK1"
"1327","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","HPGDS"
"1328","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","LANCL1"
"1329","path:hsa00480","Glutathione metabolism - Homo sapiens (human)","NAT8"
