"","hsa","nm","genes"
"804","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GOT2"
"805","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","IL4I1"
"806","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","DDO"
"807","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","ASRGL1"
"808","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","ASNS"
"809","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","NIT2"
"810","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GPT2"
"811","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GPT"
"812","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","AGXT"
"813","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","AGXT2"
"814","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","ASS1"
"815","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","ASL"
"816","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","ADSS1"
"817","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","ADSS2"
"818","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","ADSL"
"819","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","NAT8L"
"820","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","RIMKLB"
"821","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","RIMKLA"
"822","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","FOLH1"
"823","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","ASPA"
"824","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GAD1"
"825","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GAD2"
"826","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","ABAT"
"827","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","ALDH5A1"
"828","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GLUD2"
"829","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GLUD1"
"830","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","ALDH4A1"
"831","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GLUL"
"832","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","CAD"
"833","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GLS2"
"834","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GLS"
"835","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","CPS1"
"836","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GFPT2"
"837","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","GFPT1"
"838","path:hsa00250","Alanine, aspartate and glutamate metabolism - Homo sapiens (human)","PPAT"
"839","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","SHMT2"
"840","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","SHMT1"
"841","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","AGXT"
"842","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","GRHPR"
"843","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","GLYCTK"
"844","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","PGAM1"
"845","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","PGAM2"
"846","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","PGAM4"
"847","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","BPGM"
"848","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","PHGDH"
"849","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","PSAT1"
"850","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","PSPH"
"851","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","GCAT"
"852","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","ALAS1"
"853","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","ALAS2"
"854","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","MAOB"
"855","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","MAOA"
"856","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","AOC3"
"857","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","AOC2"
"858","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","GLDC"
"859","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","AMT"
"860","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","DLD"
"861","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","GCSH"
"862","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","DAO"
"863","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","AGXT2"
"864","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","GATM"
"865","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","GAMT"
"866","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","CHDH"
"867","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","ALDH7A1"
"868","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","BHMT"
"869","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","DMGDH"
"870","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","PIPOX"
"871","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","SARDH"
"872","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","GNMT"
"873","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","CBS"
"874","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","CBS"
"875","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","CTH"
"876","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","SDS"
"877","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","SDSL"
"878","path:hsa00260","Glycine, serine and threonine metabolism - Homo sapiens (human)","SRR"
"879","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","CTH"
"880","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","KYAT3"
"881","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","KYAT1"
"882","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","CBS"
"883","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","CBS"
"884","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","BHMT"
"885","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","BHMT2"
"886","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","MTR"
"887","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","MAT2B"
"888","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","MAT1A"
"889","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","MAT2A"
"890","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","AMD1"
"891","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","SRM"
"892","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","SMS"
"893","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","MTAP"
"894","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","LACC1"
"895","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","MRI1"
"896","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","APIP"
"897","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","ENOPH1"
"898","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","ADI1"
"899","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","TAT"
"900","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","IL4I1"
"901","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","DNMT1"
"902","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","DNMT3A"
"903","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","DNMT3B"
"904","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","AHCYL2"
"905","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","AHCYL1"
"906","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","AHCY"
"907","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","BCAT2"
"908","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","BCAT1"
"909","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","AGXT2"
"910","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","GCLC"
"911","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","GCLM"
"912","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","GSS"
"913","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","CDO1"
"914","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","GOT1"
"915","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","GOT1L1"
"916","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","GOT2"
"917","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","MPST"
"918","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","TST"
"919","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","LDHAL6A"
"920","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","LDHAL6B"
"921","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","LDHA"
"922","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","LDHB"
"923","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","LDHC"
"924","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","MDH1"
"925","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","MDH2"
"926","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","SDS"
"927","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","SDSL"
"928","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","PHGDH"
"929","path:hsa00270","Cysteine and methionine metabolism - Homo sapiens (human)","PSAT1"
"930","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","BCAT2"
"931","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","BCAT1"
"932","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","IL4I1"
"933","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","BCKDHA"
"934","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","BCKDHB"
"935","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","DBT"
"936","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","DLD"
"937","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ACADS"
"938","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ACADM"
"939","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","IVD"
"940","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ACADSB"
"941","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ACAD8"
"942","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","HADHA"
"943","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","EHHADH"
"944","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ECHS1"
"945","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","HADH"
"946","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","HSD17B10"
"947","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ACAA1"
"948","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ACAA2"
"949","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","HADHB"
"950","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","PCCA"
"951","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","PCCB"
"952","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","MCEE"
"953","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","MMUT"
"954","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","HIBCH"
"955","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","HIBADH"
"956","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ALDH6A1"
"957","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ALDH2"
"958","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ALDH3A2"
"959","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ALDH1B1"
"960","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ALDH7A1"
"961","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ALDH9A1"
"962","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","AOX1"
"963","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ACSF3"
"964","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ABAT"
"965","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","AGXT2"
"966","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","MCCC1"
"967","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","MCCC2"
"968","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","AUH"
"969","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","HMGCL"
"970","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","HMGCLL1"
"971","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","OXCT1"
"972","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","OXCT2"
"973","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","AACS"
"974","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ACAT2"
"975","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","ACAT1"
"976","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","HMGCS1"
"977","path:hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)","HMGCS2"
"978","path:hsa00290","Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)","SDS"
"979","path:hsa00290","Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)","SDSL"
"980","path:hsa00290","Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)","BCAT2"
"981","path:hsa00290","Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)","BCAT1"
"982","path:hsa00310","Lysine degradation - Homo sapiens (human)","AASS"
"983","path:hsa00310","Lysine degradation - Homo sapiens (human)","ALDH7A1"
"984","path:hsa00310","Lysine degradation - Homo sapiens (human)","AADAT"
"985","path:hsa00310","Lysine degradation - Homo sapiens (human)","DHTKD1"
"986","path:hsa00310","Lysine degradation - Homo sapiens (human)","DLST"
"987","path:hsa00310","Lysine degradation - Homo sapiens (human)","DLD"
"988","path:hsa00310","Lysine degradation - Homo sapiens (human)","GCDH"
"989","path:hsa00310","Lysine degradation - Homo sapiens (human)","HADHA"
"990","path:hsa00310","Lysine degradation - Homo sapiens (human)","EHHADH"
"991","path:hsa00310","Lysine degradation - Homo sapiens (human)","ECHS1"
"992","path:hsa00310","Lysine degradation - Homo sapiens (human)","HADH"
"993","path:hsa00310","Lysine degradation - Homo sapiens (human)","ACAT2"
"994","path:hsa00310","Lysine degradation - Homo sapiens (human)","ACAT1"
"995","path:hsa00310","Lysine degradation - Homo sapiens (human)","HYKK"
"996","path:hsa00310","Lysine degradation - Homo sapiens (human)","PHYKPL"
"997","path:hsa00310","Lysine degradation - Homo sapiens (human)","PIPOX"
"998","path:hsa00310","Lysine degradation - Homo sapiens (human)","CAMKMT"
"999","path:hsa00310","Lysine degradation - Homo sapiens (human)","KMT2A"
"1000","path:hsa00310","Lysine degradation - Homo sapiens (human)","KMT2D"
"1001","path:hsa00310","Lysine degradation - Homo sapiens (human)","KMT2C"
"1002","path:hsa00310","Lysine degradation - Homo sapiens (human)","KMT2B"
"1003","path:hsa00310","Lysine degradation - Homo sapiens (human)","KMT2E"
"1004","path:hsa00310","Lysine degradation - Homo sapiens (human)","SETD1B"
"1005","path:hsa00310","Lysine degradation - Homo sapiens (human)","SETD1A"
"1006","path:hsa00310","Lysine degradation - Homo sapiens (human)","SETD7"
"1007","path:hsa00310","Lysine degradation - Homo sapiens (human)","PRDM9"
"1008","path:hsa00310","Lysine degradation - Homo sapiens (human)","PRDM7"
"1009","path:hsa00310","Lysine degradation - Homo sapiens (human)","ASH1L"
"1010","path:hsa00310","Lysine degradation - Homo sapiens (human)","SMYD2"
"1011","path:hsa00310","Lysine degradation - Homo sapiens (human)","SMYD3"
"1012","path:hsa00310","Lysine degradation - Homo sapiens (human)","SMYD1"
"1013","path:hsa00310","Lysine degradation - Homo sapiens (human)","SUV39H1"
"1014","path:hsa00310","Lysine degradation - Homo sapiens (human)","SUV39H2"
"1015","path:hsa00310","Lysine degradation - Homo sapiens (human)","EHMT2"
"1016","path:hsa00310","Lysine degradation - Homo sapiens (human)","EHMT1"
"1017","path:hsa00310","Lysine degradation - Homo sapiens (human)","SETDB1"
"1018","path:hsa00310","Lysine degradation - Homo sapiens (human)","SETDB2"
"1019","path:hsa00310","Lysine degradation - Homo sapiens (human)","PRDM2"
"1020","path:hsa00310","Lysine degradation - Homo sapiens (human)","EZH1"
"1021","path:hsa00310","Lysine degradation - Homo sapiens (human)","EZH2"
"1022","path:hsa00310","Lysine degradation - Homo sapiens (human)","SETMAR"
"1023","path:hsa00310","Lysine degradation - Homo sapiens (human)","NSD1"
"1024","path:hsa00310","Lysine degradation - Homo sapiens (human)","NSD2"
"1025","path:hsa00310","Lysine degradation - Homo sapiens (human)","NSD3"
"1026","path:hsa00310","Lysine degradation - Homo sapiens (human)","SETD2"
"1027","path:hsa00310","Lysine degradation - Homo sapiens (human)","DOT1L"
"1028","path:hsa00310","Lysine degradation - Homo sapiens (human)","KMT5A"
"1029","path:hsa00310","Lysine degradation - Homo sapiens (human)","PRDM6"
"1030","path:hsa00310","Lysine degradation - Homo sapiens (human)","KMT5C"
"1031","path:hsa00310","Lysine degradation - Homo sapiens (human)","KMT5B"
"1032","path:hsa00310","Lysine degradation - Homo sapiens (human)","MECOM"
"1033","path:hsa00310","Lysine degradation - Homo sapiens (human)","PRDM16"
"1034","path:hsa00310","Lysine degradation - Homo sapiens (human)","TMLHE"
"1035","path:hsa00310","Lysine degradation - Homo sapiens (human)","ALDH2"
"1036","path:hsa00310","Lysine degradation - Homo sapiens (human)","ALDH3A2"
"1037","path:hsa00310","Lysine degradation - Homo sapiens (human)","ALDH1B1"
"1038","path:hsa00310","Lysine degradation - Homo sapiens (human)","ALDH9A1"
"1039","path:hsa00310","Lysine degradation - Homo sapiens (human)","BBOX1"
"1040","path:hsa00310","Lysine degradation - Homo sapiens (human)","PLOD1"
"1041","path:hsa00310","Lysine degradation - Homo sapiens (human)","PLOD2"
"1042","path:hsa00310","Lysine degradation - Homo sapiens (human)","PLOD3"
"1043","path:hsa00310","Lysine degradation - Homo sapiens (human)","COLGALT1"
"1044","path:hsa00310","Lysine degradation - Homo sapiens (human)","COLGALT2"
"1045","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","GATM"
"1046","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","GAMT"
"1047","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","CKM"
"1048","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","CKMT1A"
"1049","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","CKMT2"
"1050","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","CKB"
"1051","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","CKMT1B"
"1052","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","AZIN2"
"1053","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","AGMAT"
"1054","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","ODC1"
"1055","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","SRM"
"1056","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","SMS"
"1057","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","AMD1"
"1058","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","AOC1"
"1059","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","SMOX"
"1060","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","ALDH2"
"1061","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","ALDH3A2"
"1062","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","ALDH1B1"
"1063","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","ALDH7A1"
"1064","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","ALDH9A1"
"1065","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","CNDP1"
"1066","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","CNDP2"
"1067","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","CARNS1"
"1068","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","SAT2"
"1069","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","SAT1"
"1070","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","MAOB"
"1071","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","MAOA"
"1072","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","NOS1"
"1073","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","NOS2"
"1074","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","NOS3"
"1075","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","ARG2"
"1076","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","ARG1"
"1077","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","OAT"
"1078","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","PYCR3"
"1079","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","PYCR2"
"1080","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","PYCR1"
"1081","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","PRODH"
"1082","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","proline dehydrogenase 1, mitochondrial isoform 1 precursor [KO:K00318] [EC:1.5.5.2]"
"1083","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","ALDH4A1"
"1084","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","ALDH18A1"
"1085","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","LAP3"
"1086","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","P4HA2"
"1087","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","P4HA3"
"1088","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","P4HA1"
"1089","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","PRODH2"
"1090","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","GOT1"
"1091","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","GOT1L1"
"1092","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","GOT2"
"1093","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","HOGA1"
"1094","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","DAO"
"1095","path:hsa00330","Arginine and proline metabolism - Homo sapiens (human)","L3HYPDH"
"1096","path:hsa00340","Histidine metabolism - Homo sapiens (human)","HAL"
"1097","path:hsa00340","Histidine metabolism - Homo sapiens (human)","UROC1"
"1098","path:hsa00340","Histidine metabolism - Homo sapiens (human)","AMDHD1"
"1099","path:hsa00340","Histidine metabolism - Homo sapiens (human)","FTCD"
"1100","path:hsa00340","Histidine metabolism - Homo sapiens (human)","HDC"
"1101","path:hsa00340","Histidine metabolism - Homo sapiens (human)","AOC1"
"1102","path:hsa00340","Histidine metabolism - Homo sapiens (human)","ALDH2"
"1103","path:hsa00340","Histidine metabolism - Homo sapiens (human)","ALDH3A2"
"1104","path:hsa00340","Histidine metabolism - Homo sapiens (human)","ALDH1B1"
"1105","path:hsa00340","Histidine metabolism - Homo sapiens (human)","ALDH7A1"
"1106","path:hsa00340","Histidine metabolism - Homo sapiens (human)","ALDH9A1"
"1107","path:hsa00340","Histidine metabolism - Homo sapiens (human)","ASPA"
"1108","path:hsa00340","Histidine metabolism - Homo sapiens (human)","HNMT"
"1109","path:hsa00340","Histidine metabolism - Homo sapiens (human)","MAOB"
"1110","path:hsa00340","Histidine metabolism - Homo sapiens (human)","MAOA"
"1111","path:hsa00340","Histidine metabolism - Homo sapiens (human)","ALDH3B1"
"1112","path:hsa00340","Histidine metabolism - Homo sapiens (human)","ALDH3B2"
"1113","path:hsa00340","Histidine metabolism - Homo sapiens (human)","ALDH3A1"
"1114","path:hsa00340","Histidine metabolism - Homo sapiens (human)","CARNS1"
"1115","path:hsa00340","Histidine metabolism - Homo sapiens (human)","CARNMT1"
"1116","path:hsa00340","Histidine metabolism - Homo sapiens (human)","CNDP2"
"1117","path:hsa00340","Histidine metabolism - Homo sapiens (human)","CNDP1"
"1118","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","GOT1"
"1119","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","GOT1L1"
"1120","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","GOT2"
"1121","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","TAT"
"1122","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","IL4I1"
"1123","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","HPD"
"1124","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","HGD"
"1125","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","GSTZ1"
"1126","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","FAH"
"1127","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","TYR"
"1128","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","TH"
"1129","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","DCT"
"1130","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","TYRP1"
"1131","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","DDC"
"1132","path:hsa00350","Tyrosine metabolism - Homo sapiens (human)","DBH"
